Node1	Node2
CJ0370	CJ1471C
CJ0370	CJ1724C
CJ0371	CJ0372
CJ0371	CJ0772C
CJ0371	CJ0797C
CJ0371	CJ0920C
CJ0371	CJ0950C
CJ0371	CJ1004
CJ0371	CJ1291C
CJ0371	CJ1626C
CJ0371	CJ1666C
CJ0372	CJ0499
CJ0372	CJ0692C
CJ0372	CJ0713
CJ0373	CJ1288C
CJ0374	CJ0527C
CJ0374	CJ0584
CJ0374	CJ0699C
CJ0374	CJ0700
CJ0374	CJ0720C
CJ0374	CJ1100
CJ0374	CJ1197C
CJ0374	CJ1399C
CJ0374	CJ1471C
CJ0374	CJ1532
CJ0374	CJ1650
CJ0375	CJ1197C
CJ0375	CJ1650
CJ0378C	CJ1471C
CJ0379C	CJ0465C
CJ0379C	CJ0575
CJ0381C	CJ0392C
CJ0381C	CJ0473
CJ0381C	CJ0700
CJ0381C	CJ0772C
CJ0381C	CJ0921C
CJ0381C	CJ1197C
CJ0381C	CJ1221
CJ0381C	CJ1318
CJ0381C	CJ1599
CJ0381C	CJ1650
CJ0381C	CJ1663
CJ0382C	CJ0584
CJ0382C	CJ0720C
CJ0382C	CJ1708C
CJ0383C	CJ0575
CJ0383C	CJ0797C
CJ0383C	CJ0909
CJ0383C	CJ1106
CJ0383C	CJ1163C
CJ0383C	CJ1175C
CJ0386	CJ0720C
CJ0386	CJ0800C
CJ0386	CJ1004
CJ0386	CJ1419C
CJ0389	CJ0980
CJ0389	CJ1225
CJ0390	CJ0568
CJ0390	CJ0579C
CJ0390	CJ0599
CJ0390	CJ0606
CJ0390	CJ0926
CJ0390	CJ0954C
CJ0390	CJ0979C
CJ0390	CJ0989
CJ0390	CJ1012C
CJ0390	CJ1094C
CJ0390	CJ1106
CJ0390	CJ1209
CJ0390	CJ1222C
CJ0390	CJ1381
CJ0390	CJ1444C
CJ0390	CJ1629
CJ0390	CJ1648
CJ0390	CJ1649
CJ0390	CJ1653C
CJ0390	CJ1665
CJ0391C	CJ1075
CJ0391C	CJ1606C
CJ0392C	CJ0408
CJ0392C	CJ0442
CJ0392C	CJ0470
CJ0392C	CJ0520
CJ0392C	CJ0538
CJ0392C	CJ0624
CJ0392C	CJ0649
CJ0392C	CJ0661C
CJ0392C	CJ0762C
CJ0392C	CJ0765C
CJ0392C	CJ0825
CJ0392C	CJ0993C
CJ0392C	CJ1078
CJ0392C	CJ1166C
CJ0392C	CJ1233
CJ0392C	CJ1348C
CJ0392C	CJ1382C
CJ0392C	CJ1430C
CJ0392C	CJ1508C
CJ0392C	CJ1522C
CJ0392C	CJ1720
CJ0392C	CJ1731C
CJ0394C	CJ1197C
CJ0394C	CJ1650
CJ0395C	CJ0465C
CJ0395C	CJ1275C
CJ0395C	CJ1607
CJ0397C	CJ1012C
CJ0397C	CJ1666C
CJ0398	CJ0465C
CJ0398	CJ0682
CJ0398	CJ1059C
CJ0398	CJ1607
CJ0399	CJ0542
CJ0399	CJ0599
CJ0399	CJ1355
CJ0399	CJ1471C
CJ0400	CJ0584
CJ0400	CJ1079
CJ0400	CJ1197C
CJ0400	CJ1650
CJ0401	CJ0720C
CJ0401	CJ1206C
CJ0401	CJ1602
CJ0402	CJ0637C
CJ0402	CJ0772C
CJ0402	CJ1198
CJ0402	CJ1586
CJ0402	CJ1593
CJ0404	CJ0579C
CJ0404	CJ0734C
CJ0404	CJ1355
CJ0404	CJ1665
CJ0404	CJ1714
CJ0405	CJ1197C
CJ0406C	CJ0720C
CJ0408	CJ1197C
CJ0409	CJ0575
CJ0409	CJ0637C
CJ0409	CJ0980
CJ0409	CJ1529C
CJ0410	CJ1617
CJ0411	CJ0412
CJ0413	CJ0720C
CJ0413	CJ1197C
CJ0413	CJ1275C
CJ0414	CJ0415
CJ0414	CJ0670
CJ0414	CJ1171C
CJ0416	CJ0576
CJ0416	CJ0599
CJ0416	CJ0897C
CJ0416	CJ0905C
CJ0416	CJ1023C
CJ0416	CJ1151C
CJ0416	CJ1217C
CJ0416	CJ1329
CJ0416	CJ1453C
CJ0417	CJ0524
CJ0417	CJ0551
CJ0417	CJ0627
CJ0417	CJ0637C
CJ0417	CJ0715
CJ0417	CJ0939C
CJ0417	CJ1004
CJ0417	CJ1106
CJ0417	CJ1230
CJ0417	CJ1460
CJ0417	CJ1510C
CJ0418C	CJ0720C
CJ0418C	CJ1197C
CJ0419	CJ0909
CJ0419	CJ1317
CJ0420	CJ0527C
CJ0420	CJ0596
CJ0420	CJ0772C
CJ0420	CJ0797C
CJ0420	CJ0950C
CJ0420	CJ1197C
CJ0420	CJ1275C
CJ0420	CJ1291C
CJ0420	CJ1460
CJ0420	CJ1501
CJ0420	CJ1532
CJ0420	CJ1642
CJ0422C	CJ0423
CJ0422C	CJ0449C
CJ0422C	CJ0472
CJ0422C	CJ0712
CJ0422C	CJ0818
CJ0422C	CJ0906C
CJ0422C	CJ0986C
CJ0422C	CJ1002C
CJ0422C	CJ1047C
CJ0422C	CJ1057C
CJ0422C	CJ1060C
CJ0422C	CJ1103
CJ0422C	CJ1158C
CJ0422C	CJ1162C
CJ0422C	CJ1255
CJ0422C	CJ1273C
CJ0422C	CJ1349C
CJ0422C	CJ1485C
CJ0422C	CJ1575C
CJ0422C	CJ1604
CJ0422C	CJ1617
CJ0422C	CJ1666C
CJ0424	CJ0460
CJ0424	CJ0544
CJ0424	CJ0595C
CJ0424	CJ0599
CJ0424	CJ0624
CJ0424	CJ0852C
CJ0424	CJ0926
CJ0424	CJ0989
CJ0424	CJ1012C
CJ0424	CJ1094C
CJ0424	CJ1204C
CJ0424	CJ1207C
CJ0424	CJ1224
CJ0424	CJ1256C
CJ0424	CJ1408
CJ0424	CJ1615
CJ0424	CJ1642
CJ0424	CJ1687
CJ0426	CJ0720C
CJ0426	CJ0918C
CJ0426	CJ1206C
CJ0426	CJ1443C
CJ0426	CJ1586
CJ0427	CJ0465C
CJ0427	CJ1275C
CJ0429C	CJ0720C
CJ0429C	CJ1108
CJ0429C	CJ1329
CJ0429C	CJ1453C
CJ0429C	CJ1666C
CJ0431	CJ1197C
CJ0431	CJ1275C
CJ0432C	CJ0905C
CJ0432C	CJ0913C
CJ0432C	CJ0980
CJ0432C	CJ1088C
CJ0433C	CJ0697
CJ0433C	CJ1402C
CJ0433C	CJ1519
CJ0433C	CJ1536C
CJ0434	CJ1206C
CJ0434	CJ1586
CJ0435	CJ1617
CJ0436	CJ0909
CJ0437	CJ0797C
CJ0441	CJ0465C
CJ0441	CJ0965C
CJ0442	CJ0913C
CJ0442	CJ0980
CJ0443	CJ0575
CJ0443	CJ0748
CJ0443	CJ1602
CJ0447	CJ0712
CJ0447	CJ0720C
CJ0447	CJ0920C
CJ0448C	CJ0854C
CJ0448C	CJ1274C
CJ0448C	CJ1680C
CJ0449C	CJ0551
CJ0449C	CJ0769C
CJ0449C	CJ1106
CJ0450C	CJ0551
CJ0450C	CJ0637C
CJ0450C	CJ0939C
CJ0450C	CJ1004
CJ0450C	CJ1672C
CJ0451	CJ1197C
CJ0454C	CJ1642
CJ0457C	CJ1291C
CJ0459C	CJ0465C
CJ0459C	CJ0772C
CJ0459C	CJ1394
CJ0459C	CJ1607
CJ0459C	CJ1648
CJ0460	CJ0913C
CJ0460	CJ1156
CJ0462	CJ1368
CJ0462	CJ1536C
CJ0463	CJ0498
CJ0465C	CJ0534
CJ0465C	CJ0535
CJ0465C	CJ0550
CJ0465C	CJ0704
CJ0465C	CJ0773C
CJ0465C	CJ0787
CJ0465C	CJ0876C
CJ0465C	CJ0926
CJ0465C	CJ0959C
CJ0465C	CJ0968
CJ0465C	CJ0976
CJ0465C	CJ1041C
CJ0465C	CJ1087C
CJ0465C	CJ1174
CJ0465C	CJ1229
CJ0465C	CJ1242
CJ0465C	CJ1322
CJ0465C	CJ1325
CJ0465C	CJ1348C
CJ0465C	CJ1544C
CJ0465C	CJ1556
CJ0465C	CJ1611
CJ0465C	CJ1639
CJ0466	CJ1666C
CJ0467	CJ0720C
CJ0467	CJ1197C
CJ0467	CJ1275C
CJ0469	CJ0624
CJ0469	CJ1294
CJ0469	CJ1624C
CJ0470	CJ0575
CJ0470	CJ1537C
CJ0471	CJ0551
CJ0471	CJ0637C
CJ0471	CJ0725C
CJ0471	CJ0977
CJ0473	CJ0865
CJ0473	CJ0921C
CJ0473	CJ1078
CJ0473	CJ1212C
CJ0474	CJ0584
CJ0474	CJ0627
CJ0474	CJ1004
CJ0474	CJ1650
CJ0475	CJ0703
CJ0475	CJ0797C
CJ0476	CJ0477
CJ0476	CJ1650
CJ0477	CJ0503C
CJ0477	CJ0637C
CJ0477	CJ0883C
CJ0477	CJ0895C
CJ0477	CJ1037C
CJ0477	CJ1455
CJ0481	CJ0748
CJ0481	CJ0797C
CJ0481	CJ0913C
CJ0481	CJ1183C
CJ0482	CJ0483
CJ0483	CJ0986C
CJ0483	CJ1014C
CJ0484	CJ1536C
CJ0485	CJ0913C
CJ0487	CJ1197C
CJ0488	CJ1617
CJ0488	CJ1692C
CJ0489	CJ0551
CJ0489	CJ0637C
CJ0489	CJ0837C
CJ0490	CJ1004
CJ0492	CJ0661C
CJ0492	CJ0720C
CJ0492	CJ1329
CJ0492	CJ1650
CJ0493	CJ0520
CJ0493	CJ0649
CJ0493	CJ0683
CJ0493	CJ0797C
CJ0493	CJ0921C
CJ0493	CJ1057C
CJ0493	CJ1497C
CJ0494	CJ0837C
CJ0495	CJ1329
CJ0495	CJ1635C
CJ0496	CJ0772C
CJ0498	CJ0499
CJ0498	CJ1221
CJ0499	CJ0524
CJ0499	CJ0897C
CJ0499	CJ0909
CJ0499	CJ1004
CJ0499	CJ1023C
CJ0499	CJ1110C
CJ0499	CJ1311
CJ0499	CJ1481C
CJ0499	CJ1494C
CJ0501	CJ0720C
CJ0504C	CJ0575
CJ0504C	CJ1602
CJ0505C	CJ0980
CJ0507	CJ1471C
CJ0507	CJ1642
CJ0510C	CJ0670
CJ0510C	CJ1108
CJ0510C	CJ1617
CJ0510C	CJ1692C
CJ0513	CJ1617
CJ0513	CJ1692C
CJ0514	CJ0955C
CJ0514	CJ1230
CJ0514	CJ1602
CJ0515	CJ0852C
CJ0518	CJ0980
CJ0520	CJ0527C
CJ0520	CJ0575
CJ0520	CJ0584
CJ0520	CJ0699C
CJ0520	CJ0720C
CJ0520	CJ1048C
CJ0520	CJ1197C
CJ0520	CJ1221
CJ0520	CJ1274C
CJ0520	CJ1455
CJ0520	CJ1650
CJ0520	CJ1673C
CJ0524	CJ0700
CJ0524	CJ0772C
CJ0524	CJ0797C
CJ0524	CJ0841C
CJ0524	CJ0950C
CJ0524	CJ0973
CJ0524	CJ1014C
CJ0524	CJ1275C
CJ0524	CJ1449C
CJ0524	CJ1460
CJ0524	CJ1501
CJ0524	CJ1514C
CJ0524	CJ1666C
CJ0524	CJ1726C
CJ0526C	CJ0793
CJ0526C	CJ0797C
CJ0527C	CJ1025C
CJ0527C	CJ1079
CJ0527C	CJ1600
CJ0531	CJ1605C
CJ0533	CJ0534
CJ0534	CJ1004
CJ0535	CJ1607
CJ0536	CJ0537
CJ0536	CJ0697
CJ0536	CJ1084C
CJ0536	CJ1206C
CJ0536	CJ1492C
CJ0538	CJ0772C
CJ0539	CJ0979C
CJ0540	CJ1471C
CJ0540	CJ1642
CJ0542	CJ0562
CJ0542	CJ0637C
CJ0542	CJ0699C
CJ0542	CJ0729
CJ0542	CJ0768C
CJ0542	CJ1089C
CJ0542	CJ1108
CJ0542	CJ1394
CJ0542	CJ1471C
CJ0542	CJ1586
CJ0543	CJ1186C
CJ0543	CJ1397
CJ0544	CJ1203C
CJ0544	CJ1430C
CJ0547	CJ0720C
CJ0547	CJ0909
CJ0547	CJ1250
CJ0548	CJ0980
CJ0549	CJ0688
CJ0549	CJ0720C
CJ0549	CJ1338C
CJ0549	CJ1339C
CJ0550	CJ1329
CJ0550	CJ1607
CJ0551	CJ0567
CJ0551	CJ0724
CJ0551	CJ0797C
CJ0551	CJ0823
CJ0551	CJ0839C
CJ0551	CJ0873C
CJ0551	CJ0973
CJ0551	CJ0978C
CJ0551	CJ0986C
CJ0551	CJ1047C
CJ0551	CJ1064
CJ0551	CJ1103
CJ0551	CJ1115C
CJ0551	CJ1159C
CJ0551	CJ1188C
CJ0551	CJ1216C
CJ0551	CJ1335
CJ0551	CJ1464
CJ0551	CJ1501
CJ0551	CJ1517
CJ0551	CJ1591
CJ0551	CJ1604
CJ0551	CJ1656C
CJ0551	CJ1694C
CJ0551	CJ1699C
CJ0551	CJ1723C
CJ0553	CJ0697
CJ0554	CJ0909
CJ0556	CJ0920C
CJ0557C	CJ1536C
CJ0560	CJ1225
CJ0561C	CJ1602
CJ0562	CJ1206C
CJ0562	CJ1247C
CJ0562	CJ1692C
CJ0563	CJ1197C
CJ0564	CJ1106
CJ0567	CJ0637C
CJ0567	CJ1014C
CJ0568	CJ1275C
CJ0569	CJ0913C
CJ0570	CJ0909
CJ0570	CJ1014C
CJ0572	CJ0715
CJ0572	CJ0909
CJ0572	CJ1647
CJ0572	CJ1692C
CJ0572	CJ1708C
CJ0574	CJ0575
CJ0575	CJ0589
CJ0575	CJ0649
CJ0575	CJ0661C
CJ0575	CJ0684
CJ0575	CJ0706
CJ0575	CJ0741
CJ0575	CJ0792
CJ0575	CJ0833C
CJ0575	CJ0962
CJ0575	CJ1020C
CJ0575	CJ1027C
CJ0575	CJ1030C
CJ0575	CJ1041C
CJ0575	CJ1061C
CJ0575	CJ1167
CJ0575	CJ1196C
CJ0575	CJ1229
CJ0575	CJ1426C
CJ0575	CJ1492C
CJ0575	CJ1518
CJ0575	CJ1522C
CJ0575	CJ1612
CJ0575	CJ1645
CJ0575	CJ1720
CJ0579C	CJ0591C
CJ0579C	CJ0599
CJ0579C	CJ0865
CJ0579C	CJ0954C
CJ0579C	CJ1003C
CJ0579C	CJ1012C
CJ0579C	CJ1106
CJ0579C	CJ1204C
CJ0579C	CJ1256C
CJ0579C	CJ1355
CJ0579C	CJ1408
CJ0579C	CJ1630
CJ0579C	CJ1648
CJ0579C	CJ1665
CJ0580C	CJ1536C
CJ0581	CJ0639C
CJ0581	CJ0797C
CJ0581	CJ1221
CJ0582	CJ0909
CJ0582	CJ1692C
CJ0584	CJ0649
CJ0584	CJ0683
CJ0584	CJ0904C
CJ0584	CJ0932C
CJ0584	CJ1009C
CJ0584	CJ1010
CJ0584	CJ1014C
CJ0584	CJ1019C
CJ0584	CJ1079
CJ0584	CJ1142
CJ0584	CJ1192
CJ0584	CJ1251
CJ0584	CJ1497C
CJ0584	CJ1566C
CJ0584	CJ1587C
CJ0584	CJ1660
CJ0584	CJ1662
CJ0584	CJ1666C
CJ0586	CJ0980
CJ0588	CJ1260C
CJ0590	CJ1692C
CJ0591C	CJ0599
CJ0591C	CJ0637C
CJ0591C	CJ0797C
CJ0591C	CJ0837C
CJ0591C	CJ1026C
CJ0591C	CJ1207C
CJ0591C	CJ1642
CJ0591C	CJ1666C
CJ0592C	CJ0599
CJ0592C	CJ0720C
CJ0592C	CJ1221
CJ0592C	CJ1297
CJ0592C	CJ1299
CJ0595C	CJ0715
CJ0595C	CJ0720C
CJ0595C	CJ0734C
CJ0595C	CJ1004
CJ0595C	CJ1012C
CJ0595C	CJ1209
CJ0595C	CJ1291C
CJ0595C	CJ1372
CJ0595C	CJ1532
CJ0595C	CJ1650
CJ0596	CJ0715
CJ0596	CJ1004
CJ0596	CJ1106
CJ0596	CJ1197C
CJ0596	CJ1394
CJ0596	CJ1408
CJ0596	CJ1600
CJ0599	CJ0834C
CJ0599	CJ0921C
CJ0599	CJ0926
CJ0599	CJ0954C
CJ0599	CJ0979C
CJ0599	CJ1012C
CJ0599	CJ1090C
CJ0599	CJ1094C
CJ0599	CJ1204C
CJ0599	CJ1207C
CJ0599	CJ1256C
CJ0599	CJ1272C
CJ0599	CJ1355
CJ0599	CJ1381
CJ0599	CJ1408
CJ0599	CJ1444C
CJ0599	CJ1483C
CJ0599	CJ1629
CJ0599	CJ1648
CJ0599	CJ1649
CJ0599	CJ1653C
CJ0599	CJ1665
CJ0599	CJ1680C
CJ0604	CJ0720C
CJ0604	CJ1002C
CJ0604	CJ1458C
CJ0604	CJ1563C
CJ0604	CJ1692C
CJ0604	CJ1726C
CJ0605	CJ0909
CJ0606	CJ0909
CJ0613	CJ1648
CJ0615	CJ1536C
CJ0617	CJ0700
CJ0617	CJ0720C
CJ0617	CJ1197C
CJ0617	CJ1275C
CJ0618	CJ0766C
CJ0618	CJ1197C
CJ0620	CJ1197C
CJ0620	CJ1546
CJ0621	CJ1183C
CJ0621	CJ1206C
CJ0621	CJ1267C
CJ0621	CJ1602
CJ0622	CJ0626
CJ0624	CJ0971
CJ0624	CJ1026C
CJ0626	CJ0909
CJ0626	CJ1198
CJ0626	CJ1692C
CJ0627	CJ0644
CJ0627	CJ0696
CJ0627	CJ0741
CJ0627	CJ0880C
CJ0627	CJ0990C
CJ0627	CJ0996
CJ0627	CJ1159C
CJ0627	CJ1456C
CJ0627	CJ1460
CJ0627	CJ1501
CJ0627	CJ1663
CJ0629	CJ1236
CJ0629	CJ1679
CJ0629	CJ1718C
CJ0632	CJ0909
CJ0632	CJ1084C
CJ0632	CJ1692C
CJ0633	CJ1536C
CJ0636	CJ0920C
CJ0636	CJ1197C
CJ0637C	CJ0670
CJ0637C	CJ0710
CJ0637C	CJ0724
CJ0637C	CJ0739
CJ0637C	CJ0748
CJ0637C	CJ0797C
CJ0637C	CJ0823
CJ0637C	CJ0834C
CJ0637C	CJ0878
CJ0637C	CJ0883C
CJ0637C	CJ0895C
CJ0637C	CJ0909
CJ0637C	CJ0916C
CJ0637C	CJ0973
CJ0637C	CJ0974
CJ0637C	CJ0978C
CJ0637C	CJ1021C
CJ0637C	CJ1047C
CJ0637C	CJ1054C
CJ0637C	CJ1064
CJ0637C	CJ1103
CJ0637C	CJ1159C
CJ0637C	CJ1177C
CJ0637C	CJ1233
CJ0637C	CJ1250
CJ0637C	CJ1326
CJ0637C	CJ1360C
CJ0637C	CJ1449C
CJ0637C	CJ1454C
CJ0637C	CJ1464
CJ0637C	CJ1466
CJ0637C	CJ1501
CJ0637C	CJ1513C
CJ0637C	CJ1517
CJ0637C	CJ1561
CJ0637C	CJ1562
CJ0637C	CJ1591
CJ0637C	CJ1626C
CJ0637C	CJ1632C
CJ0637C	CJ1641
CJ0637C	CJ1671C
CJ0637C	CJ1672C
CJ0637C	CJ1689C
CJ0637C	CJ1694C
CJ0637C	CJ1699C
CJ0637C	CJ1722C
CJ0639C	CJ0720C
CJ0640C	CJ0980
CJ0641	CJ1563C
CJ0641	CJ1692C
CJ0643	CJ0714
CJ0644	CJ1663
CJ0645	CJ0720C
CJ0646	CJ1197C
CJ0647	CJ0892C
CJ0647	CJ0909
CJ0647	CJ0925
CJ0647	CJ1349C
CJ0649	CJ0700
CJ0649	CJ1197C
CJ0649	CJ1650
CJ0651	CJ1532
CJ0653C	CJ1061C
CJ0661C	CJ1689C
CJ0662C	CJ0778
CJ0662C	CJ1456C
CJ0665C	CJ0909
CJ0665C	CJ0980
CJ0665C	CJ1692C
CJ0668	CJ1662
CJ0670	CJ0706
CJ0670	CJ0913C
CJ0670	CJ0936
CJ0670	CJ1083C
CJ0670	CJ1198
CJ0670	CJ1230
CJ0670	CJ1292
CJ0670	CJ1313
CJ0670	CJ1586
CJ0670	CJ1593
CJ0672	CJ1106
CJ0678	CJ1471C
CJ0678	CJ1642
CJ0679	CJ0837C
CJ0679	CJ1397
CJ0680C	CJ1246C
CJ0681	CJ0682
CJ0681	CJ1233
CJ0681	CJ1692C
CJ0682	CJ0884
CJ0682	CJ1037C
CJ0682	CJ1689C
CJ0683	CJ1197C
CJ0683	CJ1650
CJ0684	CJ1397
CJ0684	CJ1455
CJ0684	CJ1457C
CJ0688	CJ0720C
CJ0689	CJ0909
CJ0689	CJ1118C
CJ0692C	CJ0926
CJ0692C	CJ1162C
CJ0693C	CJ1602
CJ0694	CJ0720C
CJ0696	CJ0720C
CJ0696	CJ0837C
CJ0697	CJ0801
CJ0697	CJ1004
CJ0697	CJ1034C
CJ0697	CJ1142
CJ0697	CJ1148
CJ0697	CJ1190C
CJ0697	CJ1389
CJ0697	CJ1660
CJ0699C	CJ1225
CJ0699C	CJ1692C
CJ0700	CJ0797C
CJ0700	CJ1032
CJ0700	CJ1360C
CJ0700	CJ1600
CJ0700	CJ1603
CJ0701	CJ1225
CJ0702	CJ0797C
CJ0702	CJ1115C
CJ0702	CJ1650
CJ0702	CJ1702C
CJ0702	CJ1720
CJ0703	CJ0797C
CJ0703	CJ0990C
CJ0704	CJ1692C
CJ0705	CJ1692C
CJ0705	CJ1713
CJ0709	CJ0892C
CJ0711	CJ0957C
CJ0712	CJ0797C
CJ0712	CJ1703C
CJ0713	CJ0920C
CJ0713	CJ1004
CJ0713	CJ1014C
CJ0713	CJ1108
CJ0713	CJ1510C
CJ0713	CJ1666C
CJ0714	CJ0764C
CJ0715	CJ0772C
CJ0715	CJ0778
CJ0715	CJ0797C
CJ0715	CJ0892C
CJ0715	CJ0909
CJ0715	CJ0921C
CJ0715	CJ1004
CJ0715	CJ1014C
CJ0715	CJ1025C
CJ0715	CJ1159C
CJ0715	CJ1255
CJ0715	CJ1372
CJ0715	CJ1378
CJ0715	CJ1648
CJ0718	CJ0839C
CJ0718	CJ0913C
CJ0719C	CJ1471C
CJ0720C	CJ0773C
CJ0720C	CJ0789
CJ0720C	CJ0792
CJ0720C	CJ0795C
CJ0720C	CJ0829C
CJ0720C	CJ0846
CJ0720C	CJ0872
CJ0720C	CJ0891C
CJ0720C	CJ0903C
CJ0720C	CJ0931C
CJ0720C	CJ0932C
CJ0720C	CJ0937
CJ0720C	CJ0948C
CJ0720C	CJ0963
CJ0720C	CJ0968
CJ0720C	CJ0976
CJ0720C	CJ0977
CJ0720C	CJ1004
CJ0720C	CJ1009C
CJ0720C	CJ1010
CJ0720C	CJ1028C
CJ0720C	CJ1041C
CJ0720C	CJ1042C
CJ0720C	CJ1053C
CJ0720C	CJ1079
CJ0720C	CJ1087C
CJ0720C	CJ1093C
CJ0720C	CJ1125C
CJ0720C	CJ1135
CJ0720C	CJ1142
CJ0720C	CJ1143
CJ0720C	CJ1163C
CJ0720C	CJ1184C
CJ0720C	CJ1190C
CJ0720C	CJ1192
CJ0720C	CJ1194
CJ0720C	CJ1208
CJ0720C	CJ1209
CJ0720C	CJ1240C
CJ0720C	CJ1263
CJ0720C	CJ1288C
CJ0720C	CJ1302
CJ0720C	CJ1307
CJ0720C	CJ1316C
CJ0720C	CJ1350
CJ0720C	CJ1383C
CJ0720C	CJ1407C
CJ0720C	CJ1412C
CJ0720C	CJ1435C
CJ0720C	CJ1471C
CJ0720C	CJ1477C
CJ0720C	CJ1480C
CJ0720C	CJ1484C
CJ0720C	CJ1487C
CJ0720C	CJ1510C
CJ0720C	CJ1544C
CJ0720C	CJ1545C
CJ0720C	CJ1566C
CJ0720C	CJ1567C
CJ0720C	CJ1574C
CJ0720C	CJ1581C
CJ0720C	CJ1584C
CJ0720C	CJ1587C
CJ0720C	CJ1611
CJ0720C	CJ1629
CJ0720C	CJ1649
CJ0720C	CJ1660
CJ0720C	CJ1662
CJ0720C	CJ1706C
CJ0720C	CJ1716C
CJ0721C	CJ0852C
CJ0722C	CJ1197C
CJ0722C	CJ1612
CJ0724	CJ1025C
CJ0724	CJ1666C
CJ0725C	CJ0854C
CJ0725C	CJ1053C
CJ0730	CJ1197C
CJ0731	CJ1197C
CJ0731	CJ1650
CJ0733	CJ1197C
CJ0734C	CJ0852C
CJ0734C	CJ0926
CJ0734C	CJ0989
CJ0734C	CJ1209
CJ0734C	CJ1256C
CJ0734C	CJ1408
CJ0734C	CJ1502C
CJ0734C	CJ1665
CJ0737	CJ1536C
CJ0738	CJ0809C
CJ0739	CJ0760
CJ0739	CJ1004
CJ0739	CJ1666C
CJ0740	CJ0797C
CJ0740	CJ0837C
CJ0741	CJ0748
CJ0741	CJ0880C
CJ0741	CJ1602
CJ0742	CJ1291C
CJ0747	CJ0837C
CJ0748	CJ0797C
CJ0748	CJ0994C
CJ0748	CJ1004
CJ0748	CJ1024C
CJ0748	CJ1156
CJ0748	CJ1231
CJ0748	CJ1378
CJ0748	CJ1481C
CJ0758	CJ1159C
CJ0760	CJ0965C
CJ0760	CJ1218C
CJ0761	CJ0834C
CJ0761	CJ0990C
CJ0761	CJ1663
CJ0761	CJ1692C
CJ0762C	CJ0980
CJ0762C	CJ1536C
CJ0763C	CJ0921C
CJ0764C	CJ0797C
CJ0764C	CJ0824
CJ0764C	CJ0884
CJ0764C	CJ1046C
CJ0764C	CJ1380
CJ0765C	CJ0980
CJ0766C	CJ0825
CJ0766C	CJ0894C
CJ0766C	CJ1102
CJ0766C	CJ1166C
CJ0767C	CJ1547
CJ0768C	CJ0906C
CJ0768C	CJ1221
CJ0768C	CJ1642
CJ0769C	CJ1225
CJ0771C	CJ1291C
CJ0771C	CJ1642
CJ0772C	CJ0797C
CJ0772C	CJ0973
CJ0772C	CJ0989
CJ0772C	CJ0990C
CJ0772C	CJ1004
CJ0772C	CJ1103
CJ0772C	CJ1106
CJ0772C	CJ1311
CJ0772C	CJ1326
CJ0772C	CJ1374C
CJ0772C	CJ1380
CJ0772C	CJ1456C
CJ0772C	CJ1460
CJ0772C	CJ1493C
CJ0772C	CJ1542
CJ0772C	CJ1626C
CJ0772C	CJ1670C
CJ0772C	CJ1672C
CJ0772C	CJ1685C
CJ0773C	CJ1251
CJ0777	CJ1225
CJ0778	CJ0797C
CJ0778	CJ0799C
CJ0778	CJ1002C
CJ0778	CJ1004
CJ0778	CJ1024C
CJ0778	CJ1156
CJ0778	CJ1225
CJ0778	CJ1238
CJ0778	CJ1291C
CJ0778	CJ1378
CJ0778	CJ1419C
CJ0778	CJ1460
CJ0779	CJ0797C
CJ0779	CJ1162C
CJ0780	CJ0785
CJ0781	CJ1613C
CJ0787	CJ1270C
CJ0787	CJ1607
CJ0788	CJ0887C
CJ0788	CJ1197C
CJ0788	CJ1466
CJ0788	CJ1650
CJ0790	CJ1197C
CJ0793	CJ0939C
CJ0797C	CJ0809C
CJ0797C	CJ0884
CJ0797C	CJ0913C
CJ0797C	CJ0926
CJ0797C	CJ0950C
CJ0797C	CJ0972
CJ0797C	CJ0973
CJ0797C	CJ0986C
CJ0797C	CJ1012C
CJ0797C	CJ1014C
CJ0797C	CJ1015C
CJ0797C	CJ1026C
CJ0797C	CJ1044C
CJ0797C	CJ1049C
CJ0797C	CJ1080C
CJ0797C	CJ1083C
CJ0797C	CJ1106
CJ0797C	CJ1116C
CJ0797C	CJ1144C
CJ0797C	CJ1152C
CJ0797C	CJ1179C
CJ0797C	CJ1207C
CJ0797C	CJ1224
CJ0797C	CJ1301
CJ0797C	CJ1366C
CJ0797C	CJ1380
CJ0797C	CJ1381
CJ0797C	CJ1444C
CJ0797C	CJ1451
CJ0797C	CJ1466
CJ0797C	CJ1483C
CJ0797C	CJ1501
CJ0797C	CJ1532
CJ0797C	CJ1546
CJ0797C	CJ1613C
CJ0797C	CJ1629
CJ0797C	CJ1632C
CJ0797C	CJ1639
CJ0797C	CJ1649
CJ0797C	CJ1664
CJ0797C	CJ1665
CJ0797C	CJ1666C
CJ0799C	CJ0906C
CJ0799C	CJ1207C
CJ0799C	CJ1362
CJ0799C	CJ1532
CJ0800C	CJ1260C
CJ0806	CJ1692C
CJ0807	CJ1207C
CJ0807	CJ1481C
CJ0809C	CJ1159C
CJ0809C	CJ1360C
CJ0809C	CJ1558
CJ0809C	CJ1632C
CJ0812	CJ0918C
CJ0812	CJ1206C
CJ0812	CJ1443C
CJ0812	CJ1602
CJ0813	CJ1221
CJ0813	CJ1260C
