Node1	Node2
RELA	SPOT
REP	UVRA
REP	UVRD
RFAB	RFAS
RFBA	RFBB
RFBA	RFBC
RFBA	RFBD
RFBA	RFFG
RFBA	RFFH
RFBB	RFBC
RFBB	RFBD
RFBB	RFFG
RFBB	RFFH
RFBC	RFBD
RFFG	RFFH
RHAS	RPOD
RHO	TRXA
RHTB	RHTC
RIBA	RIBB
RIBA	RIBC
RIBA	RIBD
RIBA	RIBH
RIBB	RIBC
RIBB	RIBD
RIBB	RIBH
RIBC	RIBD
RIBC	RIBH
RIBD	RIBH
RIMM	RPSP
RIMM	TRMD
RNG	RPSU
RNR	RPLI
RNR	RPSF
RNR	RPSR
RNR	YFIF
RNT	SBCB
RPLA	RPLC
RPLA	RPLD
RPLA	RPLF
RPLA	RPLJ
RPLA	RPLK
RPLA	RPLL
RPLA	RPLP
RPLA	RPLR
RPLA	RPMG
RPLA	RPOB
RPLA	RPOC
RPLA	RPSB
RPLA	RPSD
RPLA	RPSE
RPLA	RPSG
RPLA	RPSH
RPLA	RPSJ
RPLA	RPSM
RPLA	RPSS
RPLA	SELB
RPLB	RPLC
RPLB	RPLD
RPLB	RPLI
RPLB	RPLL
RPLB	RPLO
RPLB	RPLP
RPLB	RPLQ
RPLB	RPLV
RPLB	RPLW
RPLB	RPMB
RPLB	RPOA
RPLB	RPOB
RPLB	RPOC
RPLB	RPSC
RPLB	RPSJ
RPLB	RPSQ
RPLB	RPSS
RPLB	SELB
RPLC	RPLD
RPLC	RPLE
RPLC	RPLF
RPLC	RPLM
RPLC	RPLP
RPLC	RPLR
RPLC	RPLS
RPLC	RPLV
RPLC	RPLW
RPLC	RPOA
RPLC	RPOC
RPLC	RPSC
RPLC	RPSE
RPLC	RPSI
RPLC	RPSJ
RPLC	RPSL
RPLC	RPSM
RPLC	RPSN
RPLC	RPSQ
RPLC	RPSS
RPLC	SELB
RPLC	TUF
RPLD	RPLE
RPLD	RPLF
RPLD	RPLJ
RPLD	RPLM
RPLD	RPLN
RPLD	RPLP
RPLD	RPLQ
RPLD	RPLV
RPLD	RPLW
RPLD	RPLX
RPLD	RPOA
RPLD	RPOB
RPLD	RPOC
RPLD	RPSC
RPLD	RPSD
RPLD	RPSE
RPLD	RPSG
RPLD	RPSI
RPLD	RPSJ
RPLD	RPSK
RPLD	RPSL
RPLD	RPSM
RPLD	RPSQ
RPLD	RPSS
RPLD	SELB
RPLD	TUF
RPLE	RPLF
RPLE	RPLK
RPLE	RPLL
RPLE	RPLW
RPLE	RPOA
RPLE	TUF
RPLF	RPLK
RPLF	RPLL
RPLF	RPLM
RPLF	RPLN
RPLF	RPLP
RPLF	RPLQ
RPLF	RPLR
RPLF	RPLS
RPLF	RPLW
RPLF	RPOA
RPLF	RPSD
RPLF	RPSE
RPLF	RPSH
RPLF	RPSI
RPLF	RPSJ
RPLF	RPSM
RPLF	TUF
RPLI	RPLL
RPLI	RPMB
RPLI	RPSF
RPLI	RPSR
RPLJ	RPLK
RPLJ	RPLL
RPLJ	RPOB
RPLJ	RPOC
RPLJ	RPSG
RPLJ	RPSL
RPLK	RPLL
RPLK	RPOB
RPLK	RPOC
RPLK	RPSE
RPLK	RPSG
RPLK	RPSL
RPLK	SECE
RPLK	TUF
RPLL	RPLN
RPLL	RPLQ
RPLL	RPOB
RPLL	RPOC
RPLL	RPSB
RPLL	RPSC
RPLL	RPSE
RPLL	RPSG
RPLL	RPSN
RPLL	RPSR
RPLM	RPLR
RPLM	RPLT
RPLM	RPLU
RPLM	RPOA
RPLM	RPSE
RPLM	RPSI
RPLM	RPSL
RPLM	RPSM
RPLM	YRAN
RPLN	RPLS
RPLN	RPLX
RPLN	RPSM
RPLO	RPLQ
RPLO	RPLW
RPLO	RPMA
RPLO	RPOA
RPLP	RPLQ
RPLP	RPLV
RPLP	RPLW
RPLP	RPMA
RPLP	RPMC
RPLP	RPOA
RPLP	RPOC
RPLP	RPSC
RPLP	RPSD
RPLP	RPSH
RPLP	RPSI
RPLP	RPSJ
RPLP	RPSL
RPLP	RPSM
RPLP	RPSQ
RPLP	RPSS
RPLQ	RPMA
RPLQ	RPMD
RPLQ	RPMF
RPLQ	RPOA
RPLQ	RPOC
RPLQ	RPSD
RPLQ	RPSH
RPLQ	RPSI
RPLQ	RPSK
RPLQ	RPSM
RPLR	RPLS
RPLR	RPLV
RPLR	RPLW
RPLR	RPSE
RPLR	RPSJ
RPLR	RPSM
RPLS	RPLV
RPLS	RPLX
RPLS	RPSD
RPLS	RPSI
RPLS	RPSP
RPLS	TRMD
RPLT	RPLU
RPLT	RPMI
RPLT	THRS
RPLU	RPMA
RPLU	RPMG
RPLU	RPSL
RPLV	RPLW
RPLV	RPMF
RPLV	RPOB
RPLV	RPOC
RPLV	RPSC
RPLV	RPSE
RPLV	RPSJ
RPLV	RPSL
RPLV	RPSQ
RPLV	RPSS
RPLV	SELB
RPLW	RPLX
RPLW	RPMC
RPLW	RPOA
RPLW	RPSC
RPLW	RPSJ
RPLW	RPSQ
RPLW	RPSS
RPLX	RPOA
RPLX	RPOC
RPLX	RPSG
RPLX	SELB
RPMA	RPMG
RPMB	RPMG
RPMB	RPSH
RPMC	RPSQ
RPMD	RPSE
RPMD	RPSH
RPMD	RPSN
RPMF	RPSI
RPMF	RPSL
RPMI	THRS
RPOA	RPOB
RPOA	RPOC
RPOA	RPOD
RPOA	RPON
RPOA	RPOS
RPOA	RPOZ
RPOA	RPSC
RPOA	RPSD
RPOA	RPSE
RPOA	RPSG
RPOA	RPSH
RPOA	RPSI
RPOA	RPSJ
RPOA	RPSK
RPOA	RPSM
RPOA	RPSN
RPOA	RPSS
RPOA	RSD
RPOB	RPOC
RPOB	RPOD
RPOB	RPON
RPOB	RPOZ
RPOB	RPSC
RPOB	RPSE
RPOB	RPSG
RPOB	RPSJ
RPOB	RPSL
RPOB	RSD
RPOB	TUF
RPOC	RPOD
RPOC	RPON
RPOC	RPOZ
RPOC	RPSC
RPOC	RPSE
RPOC	RPSG
RPOC	RPSJ
RPOC	RPSM
RPOC	RSD
RPOD	RPOH
RPOD	RPOS
RPOD	RPOZ
RPOD	RPSU
RPOD	RSD
RPOH	RPOS
RPOH	RSD
RPON	RSD
RPON	YGAA
RPOS	RSD
RPOS	SURE
RPOZ	RSD
RPOZ	SPOT
RPOZ	TRMH
RPSA	RPSB
RPSA	RPSJ
RPSA	RPSR
RPSA	SERC
RPSB	RPSC
RPSB	TSF
RPSC	RPSD
RPSC	RPSE
RPSC	RPSJ
RPSC	RPSM
RPSC	RPSQ
RPSC	RPSS
RPSC	SELB
RPSD	RPSE
RPSD	RPSG
RPSD	RPSH
RPSD	RPSJ
RPSD	RPSK
RPSD	RPSL
RPSD	RPSM
RPSD	RPSQ
RPSE	RPSG
RPSE	RPSH
RPSE	RPSI
RPSE	RPSJ
RPSE	RPSL
RPSE	RPSM
RPSE	RPSN
RPSE	RPSS
RPSE	SELB
RPSE	TUF
RPSF	RPSR
RPSF	RPSU
RPSG	RPSL
RPSG	SELB
RPSG	TUF
RPSH	RPSI
RPSH	RPSJ
RPSH	RPSM
RPSH	RPSN
RPSI	RPSM
RPSJ	RPSM
RPSJ	RPSQ
RPSJ	RPSS
RPSK	RPSM
RPSK	RPSU
RPSM	RPSS
RPSM	RPSU
RPSN	RPSS
RPSP	TRMD
RPSQ	RPSS
RPSR	RPSU
RPST	SPEA
RUVA	RUVB
RUVA	RUVC
RUVA	SMS
RUVA	UVRA
RUVB	RUVC
RUVB	UVRA
RUVB	UVRD
RUVB	YEBC
RUVC	TOLB
SBCB	SSB
SBCC	SBCD
SBP	YBBL
SDAA	SDAB
SDAB	SDAC
SECA	SECE
SECD	SECF
SECD	TGT
SECD	YAJC
SECF	TGT
SECF	YAJC
SELA	SELB
SERA	SERC
SPEA	SPEB
SPOT	TRMH
SPOT	YHBZ
SSB	UVRA
SSPA	YRAN
SUCA	SUCC
SUCA	SUCD
SUCC	SUCD
SUFB	SUFS
TAP	TAR
TAR	TSR
TATA	TATB
TATA	TATC
TATB	TATC
THIC	THIE
THIC	THIG
THID	THIE
THIE	THIF
THIE	THIG
THIE	THIH
THIF	THIG
THIF	THIH
THIG	THIH
THRA	THRB
THRA	THRC
THRB	THRC
TKTA	TKTB
TOLA	TOLB
TOLA	TOLQ
TOLA	TOLR
TOLB	TOLQ
TOLB	TOLR
TOLQ	TOLR
TOLQ	YBGC
TORC	TORS
TORR	TORS
TORR	YEDW
TORR	ZRAS
TORS	TORT
TRG	TSR
TRMD	TYRA
TRMU	YHBZ
TRPA	TRPB
TRPA	TRPC
TRPA	TRPD
TRPA	TRPE
TRPB	TRPC
TRPB	TRPD
TRPB	TRPE
TRPC	TRPD
TRPC	TRPE
TRPD	TRPE
TRXA	TRXB
TSF	TUF
UBID	UBIX
UGPA	UGPC
UUP	YCBY
UVRA	UVRB
UVRA	UVRC
UVRA	UVRD
UVRB	UVRC
UVRB	UVRD
UVRC	UVRD
WECB	WECC
WZA	WZC
XERC	XERD
XYLF	XYLG
YBAB	YCHN
YBBN	YJJK
YBEY	YBEZ
YBGJ	YBGK
YBGJ	YBGL
YBGK	YBGL
YCGB	YEAG
YCGB	YEAH
YDIR	YDIS
YEAG	YEAH
YEBS	YEBT
YECC	YECS
YECC	YHDY
YEDW	YGIY
YFIF	YGDP
YGIX	YGIY
YHDX	YHDY
YKGE	YKGF
YNFE	YNFG
YRFE	YRFF
